Timestamp(ms)	#Balls	#Bullets	Score	AvgBtnFreq	AvgBallDist	RatioBalls	AvgBallDir
1656615332521	1	4	5	3	15	1.0	-0.82746
1656615332623	1	5	5	3	20	1.0	-0.82146
1656615332729	1	5	5	3	25	1.0	-0.81546
1656615332831	1	4	5	3	30	1.0	-0.80946
1656615332932	1	5	5	3	35	1.0	-0.80346
1656615333033	1	6	5	3	39	1.0	-0.79746
1656615333139	1	5	5	2	44	1.0	-0.79146
1656615333250	1	4	5	3	41	1.0	1.66306
1656615333361	1	4	5	2	33	1.0	1.65806
1656615333466	1	3	5	2	23	1.0	1.65206
1656615333593	1	1	5	1	22	1.0	-0.38097
1656615333710	1	3	5	2	24	1.0	-0.37697
1656615333816	1	3	5	1	26	1.0	-0.37097
1656615333919	1	3	5	1	28	1.0	-0.36497
1656615334045	1	1	5	1	27	1.0	1.63450
1656615334146	1	2	5	3	20	1.0	1.63050
1656615334248	1	2	5	2	10	1.0	1.62450
